Path;SteerAngle;Throttle;Brake;Speed;X_Position;Y_Position;Pitch;Yaw;Roll
..\training_data\1\IMG\robocam_2017_05_29_19_57_55_064.jpg;0;0.1001742;0;0;90.7473;79.29614;-0.003597586;178.3253;1.557053E-05
..\training_data\1\IMG\robocam_2017_05_29_19_57_55_130.jpg;0;0.2995449;0;0.01939947;90.74625;79.29617;0.01940805;178.3203;7.462098E-05
..\training_data\1\IMG\robocam_2017_05_29_19_57_55_197.jpg;0;0.5001755;0;0.03243913;90.7417;79.2963;0.1145129;178.3972;-0.0001614636
..\training_data\1\IMG\robocam_2017_05_29_19_57_55_264.jpg;-1.498571;0.6992911;0;0.04080806;90.73643;79.29648;0.2170473;178.4407;-0.001245651
..\training_data\1\IMG\robocam_2017_05_29_19_57_55_330.jpg;-4.482744;0.5003462;0;0.1081616;90.72779;79.29697;0.3816176;178.3913;359.9936
..\training_data\1\IMG\robocam_2017_05_29_19_57_55_397.jpg;-7.489105;0.2999221;0;0.109797;90.71459;79.29779;0.5836342;178.395;-0.0008060575
..\training_data\1\IMG\robocam_2017_05_29_19_57_55_464.jpg;-10.50364;0.09895287;0;0.1423354;90.70413;79.29884;0.7101045;178.1349;0.00136246
..\training_data\1\IMG\robocam_2017_05_29_19_57_55_530.jpg;-13.48224;0.09928897;0;0.05166325;90.70187;79.29897;0.6334082;176.429;0.03510612
..\training_data\1\IMG\robocam_2017_05_29_19_57_55_597.jpg;-13.50271;0.2987598;0;0.06357582;90.6983;79.2996;0.5348824;176.4162;0.04039865
..\training_data\1\IMG\robocam_2017_05_29_19_57_55_664.jpg;-10.49504;0.4992711;0;0.06718935;90.69414;79.30018;0.4876402;176.2459;0.04404957
..\training_data\1\IMG\robocam_2017_05_29_19_57_55_730.jpg;-7.502249;0.6987907;0;0.1168603;90.68715;79.30112;0.4965862;176.1966;0.04156911
..\training_data\1\IMG\robocam_2017_05_29_19_57_55_797.jpg;-4.504009;0.8986734;0;0.1337828;90.67274;79.30269;0.6018014;176.2321;0.03673564
..\training_data\1\IMG\robocam_2017_05_29_19_57_55_863.jpg;-1.505346;1;0;0.1883086;90.6578;79.30418;0.7361166;176.1785;0.01755263
..\training_data\1\IMG\robocam_2017_05_29_19_57_55_930.jpg;0;1;0;0.2549026;90.63893;79.30553;0.9162055;176.0714;-0.0004713433
..\training_data\1\IMG\robocam_2017_05_29_19_57_55_996.jpg;0;1;0;0.3186074;90.6086;79.30746;1.187206;176.0083;5.193126E-05
..\training_data\1\IMG\robocam_2017_05_29_19_57_56_063.jpg;0;1;0;0.3596209;90.58372;79.30912;1.312012;175.9118;-0.001656542
..\training_data\1\IMG\robocam_2017_05_29_19_57_56_129.jpg;0;1;0;0.4497736;90.55914;79.31105;1.235089;175.9791;-0.002805085
..\training_data\1\IMG\robocam_2017_05_29_19_57_56_197.jpg;0;1;0;0.4861221;90.52068;79.31391;1.140632;175.8395;7.167782E-05
..\training_data\1\IMG\robocam_2017_05_29_19_57_56_263.jpg;0;1;0;0.5330013;90.48761;79.31638;1.132929;175.9204;-0.0006555062
..\training_data\1\IMG\robocam_2017_05_29_19_57_56_329.jpg;0;1;0;0.601691;90.45098;79.3191;1.171947;175.9827;-0.0006456412
..\training_data\1\IMG\robocam_2017_05_29_19_57_56_396.jpg;0;1;0;0.632001;90.39866;79.32298;1.206965;176.0251;-0.001334371
..\training_data\1\IMG\robocam_2017_05_29_19_57_56_463.jpg;0;1;0;0.701796;90.35503;79.32609;1.241549;176.0801;-0.001441348
..\training_data\1\IMG\robocam_2017_05_29_19_57_56_529.jpg;0;1;0;0.7717086;90.30866;79.32938;1.253241;176.0776;-0.000918133
..\training_data\1\IMG\robocam_2017_05_29_19_57_56_596.jpg;0;1;0;0.8236273;90.24303;79.33411;1.224492;176.0185;-0.0006571289
..\training_data\1\IMG\robocam_2017_05_29_19_57_56_662.jpg;0;1;0;0.8670808;90.19084;79.33789;1.192213;176.0018;-0.000516805
..\training_data\1\IMG\robocam_2017_05_29_19_57_56_729.jpg;0;1;0;0.9268208;90.13496;79.342;1.207088;176.0378;-0.001691594
..\training_data\1\IMG\robocam_2017_05_29_19_57_56_795.jpg;-1.501843;1;0;0.9862317;90.05486;79.34813;1.249453;175.9924;-0.0007383163
..\training_data\1\IMG\robocam_2017_05_29_19_57_56_863.jpg;-4.4854;1;0;1.034556;89.99204;79.35423;1.251405;175.7252;0.0009697981
..\training_data\1\IMG\robocam_2017_05_29_19_57_56_929.jpg;-7.505346;1;0;1.097693;89.92696;79.36205;1.22866;175.2829;0.001838384
..\training_data\1\IMG\robocam_2017_05_29_19_57_56_995.jpg;-7.478733;1;0;1.14109;89.83624;79.37507;1.20789;174.4162;0.003439818
..\training_data\1\IMG\robocam_2017_05_29_19_57_57_062.jpg;-4.489441;1;0;1.191832;89.76418;79.38515;1.231336;173.9777;0.001782877
..\training_data\1\IMG\robocam_2017_05_29_19_57_57_128.jpg;-1.500669;1;0;1.248432;89.68983;79.39501;1.234552;173.698;0.001104666
..\training_data\1\IMG\robocam_2017_05_29_19_57_57_195.jpg;0;1;0;1.299155;89.58608;79.40733;1.234988;173.6118;-0.0007371913
..\training_data\1\IMG\robocam_2017_05_29_19_57_57_262.jpg;0;1;0;1.346238;89.50481;79.41676;1.241111;173.5815;-0.0008131433
..\training_data\1\IMG\robocam_2017_05_29_19_57_57_328.jpg;0;1;0;1.407331;89.4208;79.42653;1.244747;173.5643;-0.0008527475
..\training_data\1\IMG\robocam_2017_05_29_19_57_57_395.jpg;0;1;0;1.45469;89.30445;79.44011;1.2474;173.5467;-0.0009323816
..\training_data\1\IMG\robocam_2017_05_29_19_57_57_461.jpg;-3.005745;1;0;1.501671;89.21396;79.45166;1.253821;173.3614;-1.713293E-05
..\training_data\1\IMG\robocam_2017_05_29_19_57_57_528.jpg;-6.004735;1;0;1.56293;89.12123;79.46516;1.248045;172.9176;0.001302847
..\training_data\1\IMG\robocam_2017_05_29_19_57_57_595.jpg;-9.016946;1;0;1.608539;88.99383;79.48728;1.24728;171.8792;-0.002398124
..\training_data\1\IMG\robocam_2017_05_29_19_57_57_661.jpg;-6.035332;1;0;1.653145;88.89529;79.50545;1.251078;171.1131;0.002520354
..\training_data\1\IMG\robocam_2017_05_29_19_57_57_728.jpg;-3.044193;1;0;1.714368;88.79391;79.52431;1.261226;170.5787;0.001666116
..\training_data\1\IMG\robocam_2017_05_29_19_57_57_794.jpg;-0.03417626;1;0;1.761221;88.65426;79.54945;1.280278;170.3149;-0.0002966537
..\training_data\1\IMG\robocam_2017_05_29_19_57_57_861.jpg;0;1;0;1.806226;88.54652;79.56837;1.281689;170.2815;-0.0009838467
..\training_data\1\IMG\robocam_2017_05_29_19_57_57_927.jpg;0;1;0;1.867874;88.4361;79.58773;1.281991;170.2662;-0.00106679
..\training_data\1\IMG\robocam_2017_05_29_19_57_57_994.jpg;0;1;0;1.912854;88.32288;79.60763;1.289521;170.2559;-0.001119154
..\training_data\1\IMG\robocam_2017_05_29_19_57_58_061.jpg;0;1;0;1.957453;88.16786;79.6349;1.295164;170.2398;-0.001130045
..\training_data\1\IMG\robocam_2017_05_29_19_57_58_127.jpg;0;1;0;2.018132;88.04853;79.65592;1.29722;170.2285;-0.001143443
..\training_data\1\IMG\robocam_2017_05_29_19_57_58_193.jpg;-2.991601;1;0;2.061981;87.92671;79.67826;1.2998;170.0648;-0.0003117076
..\training_data\1\IMG\robocam_2017_05_29_19_57_58_261.jpg;-5.990091;1;0;2.106519;87.76106;79.71189;1.293567;169.3491;0.002002716
..\training_data\1\IMG\robocam_2017_05_29_19_57_58_327.jpg;-8.971666;1;0;2.148939;87.63463;79.7411;1.290346;168.4094;359.9891
..\training_data\1\IMG\robocam_2017_05_29_19_57_58_394.jpg;-8.985637;1;0;2.203737;87.50681;79.77424;1.27482;167.1895;359.9464
..\training_data\1\IMG\robocam_2017_05_29_19_57_58_460.jpg;-5.983838;1;0;2.248829;87.33307;79.82062;1.233011;165.8791;359.9348
..\training_data\1\IMG\robocam_2017_05_29_19_57_58_527.jpg;-2.967316;1;0;2.293282;87.19959;79.85659;1.21659;165.2805;359.9484
..\training_data\1\IMG\robocam_2017_05_29_19_57_58_593.jpg;0;1;0;2.351635;87.06283;79.89305;1.239501;165.0245;359.9736
..\training_data\1\IMG\robocam_2017_05_29_19_57_58_660.jpg;0;1;0;2.394092;86.87569;79.94269;1.321353;164.9765;-0.001964468
..\training_data\1\IMG\robocam_2017_05_29_19_57_58_727.jpg;0;1;0;2.435498;86.73293;79.98112;1.364552;164.9649;-0.001696129
..\training_data\1\IMG\robocam_2017_05_29_19_57_58_794.jpg;0;1;0;2.495065;86.58863;80.02032;1.350346;164.9509;-0.001459344
..\training_data\1\IMG\robocam_2017_05_29_19_57_58_860.jpg;0;1;0;2.540148;86.39239;80.07391;1.326872;164.931;-0.0007921407
..\training_data\1\IMG\robocam_2017_05_29_19_57_58_927.jpg;0;1;0;2.582048;86.24191;80.1151;1.337381;164.9132;-0.00131581
..\training_data\1\IMG\robocam_2017_05_29_19_57_58_993.jpg;0;1;0;2.638146;86.089;80.157;1.347388;164.8997;-0.001388353
..\training_data\1\IMG\robocam_2017_05_29_19_57_59_060.jpg;0;1;0;2.680985;85.88155;80.21391;1.3453;164.883;-0.001368443
..\training_data\1\IMG\robocam_2017_05_29_19_57_59_126.jpg;0;1;0;2.723347;85.72309;80.25742;1.344825;164.8706;-0.00137805
..\training_data\1\IMG\robocam_2017_05_29_19_57_59_193.jpg;0;1;0;2.779292;85.56203;80.3017;1.354886;164.8574;-0.001400206
..\training_data\1\IMG\robocam_2017_05_29_19_57_59_260.jpg;0;1;0;2.821367;85.34361;80.36179;1.362946;164.8408;-0.001462608
..\training_data\1\IMG\robocam_2017_05_29_19_57_59_326.jpg;0;1;0;2.863331;85.17705;80.40767;1.364634;164.8293;-0.001481451
..\training_data\1\IMG\robocam_2017_05_29_19_57_59_393.jpg;0;1;0;2.919057;85.00814;80.45424;1.362983;164.8176;-0.001474244
..\training_data\1\IMG\robocam_2017_05_29_19_57_59_460.jpg;0;1;0;2.960647;84.77912;80.51743;1.36485;164.801;-0.001358953
..\training_data\1\IMG\robocam_2017_05_29_19_57_59_526.jpg;0;1;0;3.001791;84.60458;80.56566;1.367375;164.7867;-0.001477396
..\training_data\1\IMG\robocam_2017_05_29_19_57_59_592.jpg;0;1;0;3.057292;84.42759;80.61459;1.373955;164.7733;-0.001391784
..\training_data\1\IMG\robocam_2017_05_29_19_57_59_659.jpg;0;1;0;3.097704;84.18802;80.68092;1.378158;164.7545;-0.001528697
..\training_data\1\IMG\robocam_2017_05_29_19_57_59_726.jpg;0;1;0;3.138738;84.00561;80.73147;1.379474;164.7427;-0.001085087
..\training_data\1\IMG\robocam_2017_05_29_19_57_59_792.jpg;0;1;0;3.19291;83.82087;80.78272;1.381601;164.7268;-0.00152902
..\training_data\1\IMG\robocam_2017_05_29_19_57_59_859.jpg;0;1;0;3.234043;83.57088;80.85215;1.386594;164.7071;-0.001543861
..\training_data\1\IMG\robocam_2017_05_29_19_57_59_926.jpg;0;1;0;3.27388;83.38068;80.90502;1.389141;164.6937;-0.001110872
..\training_data\1\IMG\robocam_2017_05_29_19_57_59_992.jpg;0;1;0;3.327465;83.18821;80.9586;1.390973;164.677;-0.00158363
..\training_data\1\IMG\robocam_2017_05_29_19_58_00_059.jpg;0;0.8993666;0;3.367425;82.92805;81.03111;1.393653;164.6567;-0.001595268
..\training_data\1\IMG\robocam_2017_05_29_19_58_00_126.jpg;0;0.7006347;0;3.402326;82.73087;81.08612;1.390976;164.6411;-0.0009765245
..\training_data\1\IMG\robocam_2017_05_29_19_58_00_192.jpg;0;0.4994986;0;3.43232;82.53265;81.1415;1.377546;164.62;-0.0009237832
..\training_data\1\IMG\robocam_2017_05_29_19_58_00_259.jpg;0;0.300328;0;3.444224;82.26812;81.21552;1.318048;164.5901;-0.0008188255
..\training_data\1\IMG\robocam_2017_05_29_19_58_00_325.jpg;0;0.1001836;0;3.447749;82.07041;81.27093;1.229065;164.5679;-0.0007191495
..\training_data\1\IMG\robocam_2017_05_29_19_58_00_392.jpg;-1.516987;0;0;3.437603;81.87403;81.32616;1.094682;164.52;-0.0005947085
..\training_data\1\IMG\robocam_2017_05_29_19_58_00_458.jpg;-4.502065;0;0;3.426481;81.61492;81.4016;0.8560407;164.0227;-0.001526798
..\training_data\1\IMG\robocam_2017_05_29_19_58_00_525.jpg;-4.477703;0;0;3.414412;81.42281;81.46055;0.6421907;163.3662;359.9536
..\training_data\1\IMG\robocam_2017_05_29_19_58_00_591.jpg;-1.501362;0;0;3.399988;81.23185;81.51997;0.4118962;162.8644;359.8918
..\training_data\1\IMG\robocam_2017_05_29_19_58_00_658.jpg;0;0;0;3.389039;80.97817;81.59834;0.09919294;162.6722;359.8231
..\training_data\1\IMG\robocam_2017_05_29_19_58_00_725.jpg;0;0;0;3.377824;80.78824;81.65692;359.8887;162.6549;359.791
..\training_data\1\IMG\robocam_2017_05_29_19_58_00_792.jpg;0;0;0;3.362145;80.59829;81.71544;359.7191;162.6653;359.7898
..\training_data\1\IMG\robocam_2017_05_29_19_58_00_858.jpg;-2.99797;0;0;3.349756;80.34582;81.7954;359.5493;162.424;359.7839
..\training_data\1\IMG\robocam_2017_05_29_19_58_00_926.jpg;-6.004312;0;0;3.33687;80.15793;81.85865;359.455;161.8417;359.7245
..\training_data\1\IMG\robocam_2017_05_29_19_58_00_991.jpg;-6.058656;0.1980674;0;3.320383;79.97133;81.92556;359.4006;160.9316;359.6113
..\training_data\1\IMG\robocam_2017_05_29_19_58_01_058.jpg;-3.064804;0.3976575;0;3.319711;79.72177;82.01729;359.4191;159.9803;359.4809
..\training_data\1\IMG\robocam_2017_05_29_19_58_01_124.jpg;-0.05332433;0.5984228;0;3.326982;79.53252;82.08692;359.5194;159.6652;359.439
..\training_data\1\IMG\robocam_2017_05_29_19_58_01_191.jpg;0;0.7971522;0;3.353579;79.34131;82.15752;359.6692;159.5821;359.4128
..\training_data\1\IMG\robocam_2017_05_29_19_58_01_258.jpg;0;0.9966833;0;3.383715;79.08232;82.25352;359.9553;159.5589;359.3936
..\training_data\1\IMG\robocam_2017_05_29_19_58_01_324.jpg;0;1;0;3.421016;78.88473;82.32676;0.2249378;159.5605;359.4015
..\training_data\1\IMG\robocam_2017_05_29_19_58_01_390.jpg;0;1;0;3.47222;78.68479;82.40052;0.498345;159.5747;359.4536
..\training_data\1\IMG\robocam_2017_05_29_19_58_01_458.jpg;0;1;0;3.510756;78.41471;82.49983;0.8635816;159.6083;359.5728
..\training_data\1\IMG\robocam_2017_05_29_19_58_01_524.jpg;0;1;0;3.54907;78.2102;82.57414;1.081619;159.6427;359.7396
..\training_data\1\IMG\robocam_2017_05_29_19_58_01_591.jpg;0;1;0;3.602689;78.00405;82.64902;1.259271;159.6682;359.9424
..\training_data\1\IMG\robocam_2017_05_29_19_58_01_657.jpg;-1.512523;1;0;3.64202;77.72799;82.75382;1.449846;159.5554;0.0005287084
..\training_data\1\IMG\robocam_2017_05_29_19_58_01_724.jpg;-4.492154;0.8013579;0;3.680243;77.52172;82.8345;1.440315;159.1626;0.00133898
..\training_data\1\IMG\robocam_2017_05_29_19_58_01_790.jpg;-7.493762;0.6012508;0;3.719831;77.31584;82.9182;1.381089;158.3968;0.002300841
..\training_data\1\IMG\robocam_2017_05_29_19_58_01_857.jpg;-4.507376;0.4021584;0;3.73505;77.04186;83.03344;1.276461;157.2787;359.9859
..\training_data\1\IMG\robocam_2017_05_29_19_58_01_924.jpg;-1.497532;0.2015022;0;3.742966;76.83703;83.12086;1.165452;156.762;359.9484
..\training_data\1\IMG\robocam_2017_05_29_19_58_01_990.jpg;0;0.002902411;0;3.738535;76.63299;83.20776;1.017368;156.5914;359.9117
..\training_data\1\IMG\robocam_2017_05_29_19_58_02_057.jpg;0;0;0;3.727388;76.36295;83.32312;0.7622638;156.5541;359.8604
..\training_data\1\IMG\robocam_2017_05_29_19_58_02_123.jpg;0;0;0;3.715427;76.1618;83.40934;0.541825;156.5593;359.8211
..\training_data\1\IMG\robocam_2017_05_29_19_58_02_189.jpg;-1.504749;0;0;3.699464;75.96167;83.49552;0.3081925;156.5424;359.7784
..\training_data\1\IMG\robocam_2017_05_29_19_58_02_257.jpg;-4.519923;0;0;3.68683;75.69769;83.61327;359.9834;156.0682;359.6549
..\training_data\1\IMG\robocam_2017_05_29_19_58_02_323.jpg;-1.536693;0;0;3.673908;75.49995;83.70245;359.7997;155.676;359.5966
..\training_data\1\IMG\robocam_2017_05_29_19_58_02_389.jpg;0;0;0;3.656294;75.30239;83.7914;359.6449;155.5267;359.5748
..\training_data\1\IMG\robocam_2017_05_29_19_58_02_454.jpg;0;0;0;3.643205;75.03952;83.91012;359.4818;155.4911;359.5839
..\training_data\1\IMG\robocam_2017_05_29_19_58_02_520.jpg;-2.903003;0;0;3.630327;74.84329;84.00038;359.3949;155.31;359.5883
..\training_data\1\IMG\robocam_2017_05_29_19_58_02_587.jpg;-5.892392;0;0;3.616212;74.64885;84.09348;359.3357;154.7506;359.5418
..\training_data\1\IMG\robocam_2017_05_29_19_58_02_653.jpg;-2.888398;0;0;3.597221;74.45517;84.18823;359.3282;154.1242;359.5042
..\training_data\1\IMG\robocam_2017_05_29_19_58_02_720.jpg;0;0;0;3.583524;74.19662;84.31445;359.4013;153.7414;359.5545
..\training_data\1\IMG\robocam_2017_05_29_19_58_02_786.jpg;0;0;0;3.570792;74.00361;84.40915;359.4593;153.682;359.6075
..\training_data\1\IMG\robocam_2017_05_29_19_58_02_853.jpg;0;0;0;3.554062;73.8116;84.50389;359.5096;153.6662;359.66
..\training_data\1\IMG\robocam_2017_05_29_19_58_02_920.jpg;0;0.1994003;0;3.544675;73.55659;84.63004;359.5642;153.6609;359.7277
..\training_data\1\IMG\robocam_2017_05_29_19_58_02_986.jpg;0;0.3990238;0;3.542976;73.36513;84.72481;359.617;153.6599;359.7787
..\training_data\1\IMG\robocam_2017_05_29_19_58_03_053.jpg;0;0.5991399;0;3.555356;73.17269;84.82009;359.6974;153.6596;359.8293
..\training_data\1\IMG\robocam_2017_05_29_19_58_03_119.jpg;0;0.7993241;0;3.574999;72.91338;84.94852;359.8696;153.6596;359.8944
..\training_data\1\IMG\robocam_2017_05_29_19_58_03_186.jpg;0;0.9985628;0;3.602842;72.71607;85.04628;0.05925593;153.6598;359.9405
..\training_data\1\IMG\robocam_2017_05_29_19_58_03_256.jpg;0;1;0;3.651935;72.44865;85.17879;0.3918557;153.6602;-0.003021509
..\training_data\1\IMG\robocam_2017_05_29_19_58_03_322.jpg;0;1;0;3.689274;72.24555;85.27986;0.662881;153.6506;0.01255801
..\training_data\1\IMG\robocam_2017_05_29_19_58_03_388.jpg;0;1;0;3.739799;72.04061;85.38227;0.9315453;153.6309;-0.0001065757
..\training_data\1\IMG\robocam_2017_05_29_19_58_03_456.jpg;0;0.8995526;0;3.777644;71.7643;85.52;1.275175;153.6127;-0.001418362
..\training_data\1\IMG\robocam_2017_05_29_19_58_03_521.jpg;-3.002781;0.6993672;0;3.81016;71.55666;85.62492;1.47309;153.4049;-0.001602903
..\training_data\1\IMG\robocam_2017_05_29_19_58_03_588.jpg;-5.991784;0.5001003;0;3.843144;71.35228;85.73103;1.451616;152.8421;0.001576732
..\training_data\1\IMG\robocam_2017_05_29_19_58_03_655.jpg;-9.007901;0.2990258;0;3.853892;71.08376;85.87801;1.316856;151.4969;359.9753
..\training_data\1\IMG\robocam_2017_05_29_19_58_03_722.jpg;-6.040182;0.1011779;0;3.85447;70.88551;85.99171;1.161688;150.4173;359.8757
..\training_data\1\IMG\robocam_2017_05_29_19_58_03_789.jpg;-3.037016;0;0;3.843264;70.68954;86.10637;0.9573969;149.6185;359.7448
..\training_data\1\IMG\robocam_2017_05_29_19_58_03_855.jpg;-0.03579296;0;0;3.831521;70.4305;86.25883;0.6260853;149.1526;359.5766
..\training_data\1\IMG\robocam_2017_05_29_19_58_03_922.jpg;0;0;0;3.819357;70.23753;86.3728;0.3515829;149.0767;359.4658
..\training_data\1\IMG\robocam_2017_05_29_19_58_03_988.jpg;0;0;0;3.802912;70.04553;86.48667;0.06900323;149.0621;359.3683
..\training_data\1\IMG\robocam_2017_05_29_19_58_04_055.jpg;0;0;0;3.790309;69.78927;86.63823;359.7653;149.0849;359.3208
..\training_data\1\IMG\robocam_2017_05_29_19_58_04_121.jpg;0;0;0;3.776412;69.59714;86.75202;359.5923;149.1073;359.3346
..\training_data\1\IMG\robocam_2017_05_29_19_58_04_188.jpg;0;0;0;3.758245;69.40488;86.86576;359.471;149.1304;359.396
..\training_data\1\IMG\robocam_2017_05_29_19_58_04_255.jpg;0;0;0;3.744059;69.14824;87.01752;359.402;149.1656;359.5527
..\training_data\1\IMG\robocam_2017_05_29_19_58_04_321.jpg;0;0;0;3.730452;68.95673;87.13161;359.3643;149.176;359.6656
..\training_data\1\IMG\robocam_2017_05_29_19_58_04_387.jpg;0;0;0;3.713171;68.76558;87.24534;359.3436;149.1873;359.7934
..\training_data\1\IMG\robocam_2017_05_29_19_58_04_455.jpg;1.502882;0;0;3.700226;68.51161;87.39628;359.3207;149.2636;359.9643
..\training_data\1\IMG\robocam_2017_05_29_19_58_04_521.jpg;4.512976;0;0;3.687114;68.3207;87.50673;359.2986;149.6542;0.1412798
..\training_data\1\IMG\robocam_2017_05_29_19_58_04_587.jpg;7.49253;0;0;3.672809;68.12844;87.61417;359.315;150.4456;0.3449191
..\training_data\1\IMG\robocam_2017_05_29_19_58_04_654.jpg;4.487979;0;0;3.651128;67.93508;87.71918;359.3756;151.3132;0.5439432
..\training_data\1\IMG\robocam_2017_05_29_19_58_04_721.jpg;1.473055;0.1014391;0;3.636641;67.67617;87.85867;359.5718;152.0123;0.6811584
..\training_data\1\IMG\robocam_2017_05_29_19_58_04_787.jpg;0;0.2991101;0;3.627579;67.48137;87.96303;359.7648;152.169;0.7163078
..\training_data\1\IMG\robocam_2017_05_29_19_58_04_853.jpg;0;0.4994918;0;3.632718;67.28596;88.06675;359.9509;152.2149;0.7521224
..\training_data\1\IMG\robocam_2017_05_29_19_58_04_921.jpg;0;0.6985803;0;3.64734;67.02402;88.20562;0.2022971;152.2224;0.7643449
..\training_data\1\IMG\robocam_2017_05_29_19_58_04_987.jpg;0;0.8985015;0;3.670472;66.82616;88.31078;0.3860178;152.2093;0.7253453
..\training_data\1\IMG\robocam_2017_05_29_19_58_05_053.jpg;0;1;0;3.715804;66.62653;88.41713;0.5712914;152.1858;0.6440753
..\training_data\1\IMG\robocam_2017_05_29_19_58_05_120.jpg;0;1;0;3.753786;66.35798;88.56085;0.7845351;152.15;0.4479582
..\training_data\1\IMG\robocam_2017_05_29_19_58_05_187.jpg;0;1;0;3.792994;66.1538;88.66971;0.9574823;152.1292;0.2915314
..\training_data\1\IMG\robocam_2017_05_29_19_58_05_253.jpg;0;1;0;3.842538;65.94736;88.77976;1.148499;152.1006;0.137224
..\training_data\1\IMG\robocam_2017_05_29_19_58_05_320.jpg;1.49224;1;0;3.880074;65.66846;88.9272;1.405944;152.1484;359.994
..\training_data\1\IMG\robocam_2017_05_29_19_58_05_386.jpg;4.489576;0.8001776;0;3.915548;65.45734;89.03524;1.488457;152.5208;359.9933
..\training_data\1\IMG\robocam_2017_05_29_19_58_05_453.jpg;7.485121;0.6004746;0;3.955352;65.24563;89.14107;1.446094;153.2419;-0.005184378
..\training_data\1\IMG\robocam_2017_05_29_19_58_05_520.jpg;7.500669;0.4006497;0;3.969584;64.96056;89.27539;1.292537;154.7242;0.09623995
..\training_data\1\IMG\robocam_2017_05_29_19_58_05_586.jpg;4.512667;0.2014495;0;3.976472;64.74597;89.3728;1.122783;155.6648;0.2218379
..\training_data\1\IMG\robocam_2017_05_29_19_58_05_653.jpg;1.518352;0.001828596;0;3.971608;64.53165;89.46827;0.91317;156.2634;0.3656664
..\training_data\1\IMG\robocam_2017_05_29_19_58_05_719.jpg;4.518651;0;0;3.959522;64.24656;89.59134;0.570316;156.9319;0.5946217
..\training_data\1\IMG\robocam_2017_05_29_19_58_05_786.jpg;7.52124;0;0;3.945472;64.0325;89.67844;0.2745979;157.7311;0.8263894
..\training_data\1\IMG\robocam_2017_05_29_19_58_05_852.jpg;7.497841;0;0;3.924266;63.81803;89.76028;359.9532;158.8276;1.114815
..\training_data\1\IMG\robocam_2017_05_29_19_58_05_919.jpg;4.506413;0.1994285;0;3.913393;63.5293;89.86994;359.7431;159.985;1.256094
..\training_data\1\IMG\robocam_2017_05_29_19_58_05_986.jpg;1.502439;0.3996935;0;3.906474;63.30911;89.95408;359.8263;160.4085;1.069805
..\training_data\1\IMG\robocam_2017_05_29_19_58_06_052.jpg;0;0.6012504;0;3.911255;63.08574;90.03619;0.01599454;160.5174;0.8555018
..\training_data\1\IMG\robocam_2017_05_29_19_58_06_119.jpg;0;0.799192;0;3.929967;62.78562;90.14349;0.244271;160.543;0.5983862
..\training_data\1\IMG\robocam_2017_05_29_19_58_06_185.jpg;0;0.9988014;0;3.957003;62.55788;90.22417;0.445244;160.5422;0.418984
..\training_data\1\IMG\robocam_2017_05_29_19_58_06_252.jpg;0;1;0;4.004803;62.32758;90.30573;0.6759223;160.5316;0.2417071
..\training_data\1\IMG\robocam_2017_05_29_19_58_06_319.jpg;0;0.8997245;0;4.041212;62.01702;90.41597;1.009172;160.5051;0.009402786
