Path;SteerAngle;Throttle;Brake;Speed;X_Position;Y_Position;Pitch;Yaw;Roll
..\training_data\2\IMG\robocam_2017_05_29_22_32_10_338.jpg;15;0;0;4.542055;127.072;112.417;0.0007434501;98.49652;1.335835
..\training_data\2\IMG\robocam_2017_05_29_22_32_10_405.jpg;15;0;0;4.511487;127.0298;112.6834;359.9902;100.631;1.330386
..\training_data\2\IMG\robocam_2017_05_29_22_32_10_471.jpg;12.01127;0;0;4.496382;126.9606;113.0348;0.006926786;103.2749;1.21234
..\training_data\2\IMG\robocam_2017_05_29_22_32_10_538.jpg;9.005637;0;0;4.462503;126.8974;113.294;0.003351889;104.861;1.18249
..\training_data\2\IMG\robocam_2017_05_29_22_32_10_604.jpg;6.004415;0;0;4.44034;126.8288;113.5506;359.9829;106.1433;1.125913
..\training_data\2\IMG\robocam_2017_05_29_22_32_10_671.jpg;2.991435;0;0;4.422613;126.7289;113.8895;359.992;107.2046;1.105085
..\training_data\2\IMG\robocam_2017_05_29_22_32_10_737.jpg;3.02717;0;0;4.406446;126.6508;114.1417;-0.003941379;107.6768;1.089926
..\training_data\2\IMG\robocam_2017_05_29_22_32_10_803.jpg;6.00253;0;0;4.385242;126.5694;114.3917;359.9939;108.258;1.113186
..\training_data\2\IMG\robocam_2017_05_29_22_32_10_871.jpg;8.989126;0;0;4.368981;126.4544;114.7211;0.001931196;109.5369;1.177507
..\training_data\2\IMG\robocam_2017_05_29_22_32_10_937.jpg;9.001865;0;0;4.349256;126.3635;114.9649;0.0008959954;110.7889;1.190912
..\training_data\2\IMG\robocam_2017_05_29_22_32_11_005.jpg;6.013459;0;0;4.326153;126.2691;115.2065;0.009387255;111.9635;1.169
..\training_data\2\IMG\robocam_2017_05_29_22_32_11_071.jpg;2.990376;0;0;4.31163;126.1386;115.5251;0.005654089;113.0015;1.103261
..\training_data\2\IMG\robocam_2017_05_29_22_32_11_137.jpg;0.05227201;0;0;4.295846;126.0387;115.7621;-0.001602813;113.3478;1.047876
..\training_data\2\IMG\robocam_2017_05_29_22_32_11_203.jpg;0;0;0;4.276512;125.9379;115.998;-0.004757107;113.4614;1.001856
..\training_data\2\IMG\robocam_2017_05_29_22_32_11_270.jpg;0;0;0;4.262079;125.8033;116.3107;359.9755;113.4964;0.9179846
..\training_data\2\IMG\robocam_2017_05_29_22_32_11_337.jpg;0;0;0;4.24785;125.7026;116.5438;359.941;113.4982;0.8367
..\training_data\2\IMG\robocam_2017_05_29_22_32_11_404.jpg;0;0;0;4.228865;125.6021;116.7758;359.8899;113.4962;0.7441378
..\training_data\2\IMG\robocam_2017_05_29_22_32_11_470.jpg;0;0;0;4.214674;125.4687;117.0836;359.8035;113.492;0.60345
..\training_data\2\IMG\robocam_2017_05_29_22_32_11_537.jpg;0;0;0;4.20049;125.3691;117.3134;359.731;113.4874;0.4860546
..\training_data\2\IMG\robocam_2017_05_29_22_32_11_604.jpg;1.498687;0;0;4.181505;125.2695;117.5422;359.6499;113.5101;0.3740823
..\training_data\2\IMG\robocam_2017_05_29_22_32_11_670.jpg;1.559035;0;0;4.167012;125.1351;117.8451;359.552;113.8353;0.2624452
..\training_data\2\IMG\robocam_2017_05_29_22_32_11_736.jpg;0;0;0;4.152664;125.0346;118.0713;359.4745;113.9603;0.1792163
..\training_data\2\IMG\robocam_2017_05_29_22_32_11_803.jpg;0;0;0;4.13394;124.9345;118.2969;359.4045;113.9949;0.08729362
..\training_data\2\IMG\robocam_2017_05_29_22_32_11_870.jpg;0;0;0;4.11912;124.8012;118.5966;359.331;114.0021;359.9637
..\training_data\2\IMG\robocam_2017_05_29_22_32_11_936.jpg;0;0;0;4.105121;124.7009;118.8205;359.2929;114.0148;359.9109
..\training_data\2\IMG\robocam_2017_05_29_22_32_12_003.jpg;0;0;0;4.085149;124.6007;119.0439;359.2758;114.028;359.882
..\training_data\2\IMG\robocam_2017_05_29_22_32_12_070.jpg;3.028741;0;0;4.071169;124.4664;119.3398;359.2451;114.2827;359.8893
..\training_data\2\IMG\robocam_2017_05_29_22_32_12_136.jpg;6.004389;0;0;4.056074;124.3623;119.5596;359.2528;114.8674;0.0163215
..\training_data\2\IMG\robocam_2017_05_29_22_32_12_203.jpg;3.000934;0;0;4.036164;124.2568;119.7776;359.2529;115.5323;0.172849
..\training_data\2\IMG\robocam_2017_05_29_22_32_12_269.jpg;0.007832497;0;0;4.021661;124.1169;120.0679;359.296;115.9688;0.3005686
..\training_data\2\IMG\robocam_2017_05_29_22_32_12_336.jpg;0;0;0;4.007328;124.0119;120.2844;359.3232;116.0585;0.3844049
..\training_data\2\IMG\robocam_2017_05_29_22_32_12_402.jpg;2.987194;0;0;3.988287;123.9064;120.5001;359.3735;116.2135;0.4472066
..\training_data\2\IMG\robocam_2017_05_29_22_32_12_469.jpg;3.008265;0;0;3.973036;123.7625;120.7853;359.4789;116.7922;0.549264
..\training_data\2\IMG\robocam_2017_05_29_22_32_12_536.jpg;0;0;0;3.95817;123.6545;120.9981;359.5638;117.0549;0.5935547
..\training_data\2\IMG\robocam_2017_05_29_22_32_12_602.jpg;0;0;0;3.939994;123.5469;121.2101;359.6402;117.1271;0.6049381
..\training_data\2\IMG\robocam_2017_05_29_22_32_12_669.jpg;0;0;0;3.926493;123.4037;121.4908;359.71;117.1521;0.6078977
..\training_data\2\IMG\robocam_2017_05_29_22_32_12_735.jpg;0;0;0;3.913385;123.2967;121.7;359.7336;117.1568;0.5995396
..\training_data\2\IMG\robocam_2017_05_29_22_32_12_802.jpg;0;0;0;3.895696;123.1903;121.9085;359.7523;117.1515;0.5625501
..\training_data\2\IMG\robocam_2017_05_29_22_32_12_869.jpg;0;0;0;3.882682;123.0489;122.1847;359.7419;117.1505;0.5092446
..\training_data\2\IMG\robocam_2017_05_29_22_32_12_935.jpg;0;0;0;3.869631;122.9435;122.391;359.7286;117.1442;0.4454196
..\training_data\2\IMG\robocam_2017_05_29_22_32_13_001.jpg;2.999664;0;0;3.852122;122.8374;122.5957;359.6973;117.2946;0.4105937
..\training_data\2\IMG\robocam_2017_05_29_22_32_13_069.jpg;5.99011;0;0;3.838051;122.6924;122.8653;359.6614;118.0447;0.4392596
..\training_data\2\IMG\robocam_2017_05_29_22_32_13_135.jpg;2.977092;0;0;3.823964;122.582;123.0657;359.6444;118.675;0.4776664
..\training_data\2\IMG\robocam_2017_05_29_22_32_13_202.jpg;0;0;0;3.80644;122.4716;123.2652;359.6278;119.0292;0.4964804
..\training_data\2\IMG\robocam_2017_05_29_22_32_13_268.jpg;0;0;0;3.793311;122.325;123.5301;359.5999;119.1582;0.4928553
..\training_data\2\IMG\robocam_2017_05_29_22_32_13_335.jpg;0;0;0;3.780018;122.2151;123.7279;359.5804;119.1767;0.4737355
..\training_data\2\IMG\robocam_2017_05_29_22_32_13_402.jpg;0;0;0;3.763017;122.1056;123.9248;359.5587;119.1774;0.4405883
..\training_data\2\IMG\robocam_2017_05_29_22_32_13_468.jpg;0;0;0;3.749777;121.96;124.1864;359.5323;119.1731;0.3776125
..\training_data\2\IMG\robocam_2017_05_29_22_32_13_535.jpg;1.507712;0;0;3.737134;121.8507;124.3812;359.5014;119.2441;0.3421959
..\training_data\2\IMG\robocam_2017_05_29_22_32_13_602.jpg;4.492732;0;0;3.719296;121.74;124.5748;359.4909;119.5716;0.324366
..\training_data\2\IMG\robocam_2017_05_29_22_32_13_668.jpg;1.497012;0;0;3.706275;121.5911;124.8306;359.4718;120.0962;0.3339872
..\training_data\2\IMG\robocam_2017_05_29_22_32_13_735.jpg;0;0;0;3.693112;121.48;125.0219;359.4664;120.2443;0.3110233
..\training_data\2\IMG\robocam_2017_05_29_22_32_13_801.jpg;0;0.2008282;0;3.679034;121.369;125.2125;359.4579;120.2876;0.2889946
..\training_data\2\IMG\robocam_2017_05_29_22_32_13_868.jpg;0;0.4002721;0;3.678471;121.2206;125.4673;359.4843;120.2968;0.2466792
..\training_data\2\IMG\robocam_2017_05_29_22_32_13_935.jpg;0;0.4002285;0;3.685405;121.1085;125.6595;359.5548;120.294;0.2016648
..\training_data\2\IMG\robocam_2017_05_29_22_32_14_001.jpg;0;0.2011553;0;3.69323;120.996;125.8521;359.6401;120.2932;0.1600715
..\training_data\2\IMG\robocam_2017_05_29_22_32_14_068.jpg;0;0.000342533;0;3.688822;120.8464;126.1082;359.737;120.2928;0.1065135
..\training_data\2\IMG\robocam_2017_05_29_22_32_14_135.jpg;0;0;0;3.677258;120.7348;126.2992;359.781;120.2927;0.06820412
..\training_data\2\IMG\robocam_2017_05_29_22_32_14_201.jpg;0;0.1986588;0;3.663549;120.6236;126.4894;359.8069;120.2927;0.03212272
..\training_data\2\IMG\robocam_2017_05_29_22_32_14_267.jpg;0;0.3988544;0;3.663167;120.4753;126.7431;359.8475;120.2928;359.9883
..\training_data\2\IMG\robocam_2017_05_29_22_32_14_334.jpg;0;0.6008129;0;3.670966;120.3635;126.9343;359.9038;120.293;359.9593
..\training_data\2\IMG\robocam_2017_05_29_22_32_14_400.jpg;0;0.7979245;0;3.696079;120.2507;127.1272;-0.00176523;120.2931;359.9338
..\training_data\2\IMG\robocam_2017_05_29_22_32_14_467.jpg;0;0.9983331;0;3.725149;120.0982;127.3879;0.1976717;120.2955;359.9104
..\training_data\2\IMG\robocam_2017_05_29_22_32_14_534.jpg;0;0.7985544;0;3.76054;119.9822;127.5856;0.3741428;120.3055;359.921
..\training_data\2\IMG\robocam_2017_05_29_22_32_14_598.jpg;0;0.6037417;0;3.787492;119.8653;127.7846;0.5509979;120.3185;359.9455
..\training_data\2\IMG\robocam_2017_05_29_22_32_14_665.jpg;0;0.4045749;0;3.809018;119.7481;127.9839;0.7079007;120.3345;359.9806
..\training_data\2\IMG\robocam_2017_05_29_22_32_14_731.jpg;0;0.2056198;0;3.814699;119.5925;128.2494;0.8529556;120.3422;-0.001687791
..\training_data\2\IMG\robocam_2017_05_29_22_32_14_800.jpg;0;0.2098752;0;3.812166;119.4766;128.4476;0.899433;120.3398;-0.001665117
..\training_data\2\IMG\robocam_2017_05_29_22_32_14_868.jpg;0;0.4114397;0;3.812064;119.3227;128.7112;0.9051321;120.3336;-0.001521721
..\training_data\2\IMG\robocam_2017_05_29_22_32_14_934.jpg;0;0.60948;0;3.82084;119.2071;128.9093;0.8940273;120.3267;-0.001345551
..\training_data\2\IMG\robocam_2017_05_29_22_32_15_000.jpg;0;0.4086108;0;3.837136;119.0912;129.1082;0.8764752;120.3177;-0.00108558
..\training_data\2\IMG\robocam_2017_05_29_22_32_15_066.jpg;0;0.2084433;0;3.845559;118.9754;129.307;0.8380216;120.3067;-0.0008908748
..\training_data\2\IMG\robocam_2017_05_29_22_32_15_133.jpg;1.503671;0.009035364;0;3.841366;118.8216;129.5708;0.7332593;120.3558;0.0006808869
..\training_data\2\IMG\robocam_2017_05_29_22_32_15_200.jpg;4.501622;0;0;3.829812;118.705;129.766;0.6042261;120.7173;0.04382147
..\training_data\2\IMG\robocam_2017_05_29_22_32_15_266.jpg;7.481003;0;0;3.812044;118.5861;129.9578;0.4334257;121.4491;0.1539125
..\training_data\2\IMG\robocam_2017_05_29_22_32_15_334.jpg;4.468697;0;0;3.798629;118.4248;130.2094;0.1570121;122.5415;0.3670051
..\training_data\2\IMG\robocam_2017_05_29_22_32_15_399.jpg;1.469822;0;0;3.786323;118.3034;130.3967;359.9449;123.0484;0.5138353
..\training_data\2\IMG\robocam_2017_05_29_22_32_15_463.jpg;0;0;0;3.768814;118.1822;130.5843;359.7883;123.2228;0.5937131
..\training_data\2\IMG\robocam_2017_05_29_22_32_15_530.jpg;0;0.190869;0;3.757669;118.02;130.834;359.6277;123.2688;0.6569632
..\training_data\2\IMG\robocam_2017_05_29_22_32_15_596.jpg;0;0.3900819;0;3.753986;117.8977;131.0221;359.5717;123.262;0.6585397
..\training_data\2\IMG\robocam_2017_05_29_22_32_15_663.jpg;0;0.5898735;0;3.763751;117.7745;131.2116;359.5839;123.2471;0.6258311
..\training_data\2\IMG\robocam_2017_05_29_22_32_15_729.jpg;0;0.5914797;0;3.781654;117.6079;131.4665;359.6848;123.2406;0.5730888
..\training_data\2\IMG\robocam_2017_05_29_22_32_15_796.jpg;0;0.3915765;0;3.797756;117.482;131.6589;359.7944;123.2389;0.5268007
..\training_data\2\IMG\robocam_2017_05_29_22_32_15_862.jpg;0;0.1924995;0;3.804647;117.356;131.8515;359.9051;123.2378;0.4745061
..\training_data\2\IMG\robocam_2017_05_29_22_32_15_929.jpg;0;0;0;3.799577;117.1885;132.1073;0.01640203;123.237;0.3979358
..\training_data\2\IMG\robocam_2017_05_29_22_32_15_996.jpg;0;0;0;3.7877;117.0637;132.2978;0.05869954;123.2367;0.3373579
..\training_data\2\IMG\robocam_2017_05_29_22_32_16_063.jpg;0;0;0;3.771102;116.9396;132.4872;0.06766652;123.2366;0.2756881
..\training_data\2\IMG\robocam_2017_05_29_22_32_16_129.jpg;0;0;0;3.758678;116.7752;132.7381;0.03424233;123.2367;0.1940425
..\training_data\2\IMG\robocam_2017_05_29_22_32_16_196.jpg;0;0;0;3.746261;116.6526;132.925;359.9806;123.2368;0.1347752
..\training_data\2\IMG\robocam_2017_05_29_22_32_16_262.jpg;0;0;0;3.729701;116.5306;133.1111;359.9075;123.237;0.0783401
..\training_data\2\IMG\robocam_2017_05_29_22_32_16_329.jpg;-2.998528;0;0;3.717108;116.3704;133.359;359.7869;122.9773;359.9639
..\training_data\2\IMG\robocam_2017_05_29_22_32_16_395.jpg;-5.995518;0;0;3.703674;116.2531;133.546;359.7215;122.4026;359.8499
..\training_data\2\IMG\robocam_2017_05_29_22_32_16_464.jpg;-9.002687;0;0;3.682939;116.1399;133.7348;359.6747;121.4445;359.67
..\training_data\2\IMG\robocam_2017_05_29_22_32_16_532.jpg;-12.0839;0;0;3.665254;115.9979;133.9904;359.6592;119.5031;359.305
..\training_data\2\IMG\robocam_2017_05_29_22_32_16_598.jpg;-15;0;0;3.645819;115.8986;134.1854;359.7147;117.6445;358.9593
..\training_data\2\IMG\robocam_2017_05_29_22_32_16_665.jpg;-15;0;0;3.621134;115.803;134.3839;359.9309;115.6615;358.7222
..\training_data\2\IMG\robocam_2017_05_29_22_32_16_731.jpg;-15;0;0;3.595119;115.6855;134.6467;0.008808703;112.7557;358.6703
..\training_data\2\IMG\robocam_2017_05_29_22_32_16_798.jpg;-15;0;0;3.58224;115.6053;134.8444;359.9865;110.5373;358.822
..\training_data\2\IMG\robocam_2017_05_29_22_32_16_865.jpg;-15;0;0;3.546375;115.5387;135.0459;0.002407001;108.3885;358.8427
..\training_data\2\IMG\robocam_2017_05_29_22_32_16_932.jpg;-11.99758;0;0;3.527847;115.4612;135.3162;5.855019E-05;105.6982;358.8355
..\training_data\2\IMG\robocam_2017_05_29_22_32_16_998.jpg;-9.025517;0;0;3.515109;115.4097;135.5199;0.002430827;104.0699;358.8662
..\training_data\2\IMG\robocam_2017_05_29_22_32_17_064.jpg;-6.009264;0;0;3.496901;115.3634;135.724;0.001145231;102.8172;358.8755
..\training_data\2\IMG\robocam_2017_05_29_22_32_17_131.jpg;-3.030076;0;0;3.484517;115.3055;135.9962;-0.0005264248;101.7424;358.9021
..\training_data\2\IMG\robocam_2017_05_29_22_32_17_198.jpg;-6.033493;0;0;3.472634;115.2662;136.2003;0.005793194;101.0067;358.8957
..\training_data\2\IMG\robocam_2017_05_29_22_32_17_264.jpg;-9.026844;0;0;3.454043;115.2312;136.4042;0.001192935;99.9957;358.8798
..\training_data\2\IMG\robocam_2017_05_29_22_32_17_331.jpg;-9.019685;0.100518;0;3.43787;115.1926;136.6756;359.9881;98.19739;358.8585
..\training_data\2\IMG\robocam_2017_05_29_22_32_17_397.jpg;-6.028488;0.2999311;0;3.430554;115.1676;136.8798;0.003268793;97.05704;358.8849
..\training_data\2\IMG\robocam_2017_05_29_22_32_17_463.jpg;-3.043238;0.4989478;0;3.436259;115.1449;137.0845;0.003194374;96.25842;358.936
..\training_data\2\IMG\robocam_2017_05_29_22_32_17_531.jpg;-0.03655024;0.6993936;0;3.452718;115.116;137.3596;0.01980475;95.79001;359.0335
..\training_data\2\IMG\robocam_2017_05_29_22_32_17_597.jpg;0;0.89825;0;3.47627;115.0944;137.5687;0.07776526;95.7135;359.1203
..\training_data\2\IMG\robocam_2017_05_29_22_32_17_664.jpg;0;1;0;3.522187;115.0728;137.7809;0.1879064;95.69705;359.2207
..\training_data\2\IMG\robocam_2017_05_29_22_32_17_730.jpg;0;1;0;3.560009;115.0436;138.0685;0.4061742;95.70227;359.377
..\training_data\2\IMG\robocam_2017_05_29_22_32_17_797.jpg;0;1;0;3.597822;115.0214;138.2876;0.6099262;95.71506;359.5091
..\training_data\2\IMG\robocam_2017_05_29_22_32_17_863.jpg;0;1;0;3.648219;114.9987;138.5093;0.83705;95.73416;359.651
..\training_data\2\IMG\robocam_2017_05_29_22_32_17_930.jpg;0;1;0;3.686008;114.9677;138.8088;1.160322;95.77112;359.8507
..\training_data\2\IMG\robocam_2017_05_29_22_32_17_997.jpg;0;1;0;3.723239;114.944;139.0359;1.397645;95.80011;-0.003454842
..\training_data\2\IMG\robocam_2017_05_29_22_32_18_063.jpg;0;1;0;3.773765;114.9228;139.2631;1.487618;95.76028;-0.003818188
..\training_data\2\IMG\robocam_2017_05_29_22_32_18_130.jpg;0;1;0;3.821435;114.8939;139.5668;1.41398;95.76312;-0.001032226
..\training_data\2\IMG\robocam_2017_05_29_22_32_18_197.jpg;0;1;0;3.859303;114.8718;139.7977;1.382271;95.74149;-0.001031332
..\training_data\2\IMG\robocam_2017_05_29_22_32_18_263.jpg;0;0.8017133;0;3.906567;114.8494;140.0309;1.368733;95.71594;-0.00103643
..\training_data\2\IMG\robocam_2017_05_29_22_32_18_329.jpg;0;0.6019192;0;3.931911;114.8195;140.344;1.34633;95.68127;-0.001014803
..\training_data\2\IMG\robocam_2017_05_29_22_32_18_396.jpg;0;0.4015965;0;3.948945;114.797;140.5795;1.306832;95.65564;-0.0009561884
..\training_data\2\IMG\robocam_2017_05_29_22_32_18_463.jpg;1.517488;0.2015329;0;3.956854;114.7746;140.8147;1.234379;95.65503;-0.0008999995
..\training_data\2\IMG\robocam_2017_05_29_22_32_18_530.jpg;4.494675;0.003053777;0;3.952192;114.7417;141.126;1.060935;96.09366;0.04226312
..\training_data\2\IMG\robocam_2017_05_29_22_32_18_597.jpg;1.476287;0;0;3.939811;114.7156;141.3575;0.8738829;96.48273;0.1051855
..\training_data\2\IMG\robocam_2017_05_29_22_32_18_662.jpg;0;0.1993528;0;3.926045;114.69;141.588;0.6614312;96.62561;0.1571832
..\training_data\2\IMG\robocam_2017_05_29_22_32_18_729.jpg;0;0.3983862;0;3.92533;114.6555;141.8953;0.3845851;96.65915;0.2225703
..\training_data\2\IMG\robocam_2017_05_29_22_32_18_796.jpg;0;0.5987679;0;3.932642;114.6292;142.1271;0.2096133;96.65494;0.2645505
..\training_data\2\IMG\robocam_2017_05_29_22_32_18_863.jpg;0;0.7993394;0;3.95672;114.6026;142.3607;0.08289647;96.64664;0.2964016
..\training_data\2\IMG\robocam_2017_05_29_22_32_18_929.jpg;0;0.997707;0;3.984965;114.5664;142.6767;0.01256908;96.63574;0.3179692
..\training_data\2\IMG\robocam_2017_05_29_22_32_18_996.jpg;3.008458;0.7971432;0;4.019176;114.5374;142.9169;0.02674147;96.82135;0.3464176
..\training_data\2\IMG\robocam_2017_05_29_22_32_19_062.jpg;6.013645;0.5967973;0;4.050944;114.5052;143.1584;0.06498625;97.3479;0.4152071
..\training_data\2\IMG\robocam_2017_05_29_22_32_19_129.jpg;5.992593;0.3971572;0;4.063263;114.456;143.4803;0.1036279;98.54221;0.5878479
..\training_data\2\IMG\robocam_2017_05_29_22_32_19_196.jpg;2.997663;0.5968192;0;4.070916;114.4167;143.7218;0.117409;99.26883;0.7176556
..\training_data\2\IMG\robocam_2017_05_29_22_32_19_262.jpg;0.01780037;0.7954767;0;4.094501;114.3766;143.9645;0.1372137;99.66483;0.8187252
..\training_data\2\IMG\robocam_2017_05_29_22_32_19_328.jpg;0;0.9953375;0;4.122339;114.3221;144.2913;0.2011899;99.81125;0.8929076
..\training_data\2\IMG\robocam_2017_05_29_22_32_19_395.jpg;0;1;0;4.157004;114.2807;144.5391;0.2665257;99.82294;0.8858719
..\training_data\2\IMG\robocam_2017_05_29_22_32_19_461.jpg;0;1;0;4.205592;114.2389;144.7892;0.3339107;99.81635;0.821327
..\training_data\2\IMG\robocam_2017_05_29_22_32_19_529.jpg;0;1;0;4.241855;114.1821;145.1263;0.4504305;99.79999;0.6850369
..\training_data\2\IMG\robocam_2017_05_29_22_32_19_595.jpg;0;1;0;4.278017;114.1386;145.3823;0.5801454;99.78479;0.5727801
..\training_data\2\IMG\robocam_2017_05_29_22_32_19_662.jpg;0;1;0;4.325292;114.0947;145.641;0.7393428;99.76404;0.4505017
..\training_data\2\IMG\robocam_2017_05_29_22_32_19_729.jpg;3.003763;0.7997491;0;4.357925;114.034;145.9887;0.9682049;99.97491;0.3104489
..\training_data\2\IMG\robocam_2017_05_29_22_32_19_795.jpg;6.000425;0.5999717;0;4.38275;113.9852;146.2499;1.107181;100.5129;0.2491187
..\training_data\2\IMG\robocam_2017_05_29_22_32_19_861.jpg;6.009007;0.4002519;0;4.400878;113.9329;146.5098;1.1678;101.3929;0.2236617
..\training_data\2\IMG\robocam_2017_05_29_22_32_19_928.jpg;3.004975;0.3994077;0;4.405938;113.86;146.854;1.125686;102.362;0.2133697
..\training_data\2\IMG\robocam_2017_05_29_22_32_19_994.jpg;0.02547853;0.5980408;0;4.412461;113.8038;147.112;1.061756;102.6997;0.2301365
..\training_data\2\IMG\robocam_2017_05_29_22_32_20_061.jpg;0;0.7984328;0;4.435298;113.747;147.3709;0.9983941;102.7953;0.2464499
..\training_data\2\IMG\robocam_2017_05_29_22_32_20_128.jpg;0;0.997946;0;4.462651;113.6699;147.7192;0.9475346;102.8027;0.2576954
..\training_data\2\IMG\robocam_2017_05_29_22_32_20_195.jpg;0;1;0;4.497092;113.6114;147.9833;0.9465522;102.7799;0.2507768
..\training_data\2\IMG\robocam_2017_05_29_22_32_20_261.jpg;3.006438;0.899237;0;4.543694;113.5513;148.2497;0.9719162;102.8829;0.2480218
..\training_data\2\IMG\robocam_2017_05_29_22_32_20_328.jpg;5.985319;0.700645;0;4.571103;113.4664;148.6064;1.006973;103.5304;0.3019632
..\training_data\2\IMG\robocam_2017_05_29_22_32_20_394.jpg;8.996144;0.4999233;0;4.589712;113.3978;148.8729;0.9896551;104.4602;0.3990686
..\training_data\2\IMG\robocam_2017_05_29_22_32_20_460.jpg;8.970955;0.3007385;0;4.599395;113.325;149.1364;0.8477654;105.7709;0.50073
..\training_data\2\IMG\robocam_2017_05_29_22_32_20_528.jpg;5.965268;0.5011176;0;4.603096;113.2212;149.484;0.5381609;107.3061;0.6912602
..\training_data\2\IMG\robocam_2017_05_29_22_32_20_595.jpg;2.970395;0.7007758;0;4.613015;113.1389;149.744;0.2990403;108.0651;0.8735337
..\training_data\2\IMG\robocam_2017_05_29_22_32_20_660.jpg;0;0.8999555;0;4.640663;113.0547;150.0051;0.06944583;108.4711;1.020872
..\training_data\2\IMG\robocam_2017_05_29_22_32_20_727.jpg;0;1;0;4.671388;112.9398;150.3586;359.9382;108.6029;1.107389
..\training_data\2\IMG\robocam_2017_05_29_22_32_20_793.jpg;1.478096;0.8004329;0;4.700233;112.8513;150.6281;-0.0002387098;108.6634;1.079246
..\training_data\2\IMG\robocam_2017_05_29_22_32_20_860.jpg;1.463991;0.6000448;0;4.731277;112.7605;150.8977;0.04047897;108.8992;1.032224
..\training_data\2\IMG\robocam_2017_05_29_22_32_20_927.jpg;0;0.4007369;0;4.74452;112.638;151.2577;0.07677822;109.0468;0.935728
..\training_data\2\IMG\robocam_2017_05_29_22_32_20_994.jpg;0;0.6016959;0;4.75034;112.5453;151.528;0.1062078;109.0766;0.8562491
..\training_data\2\IMG\robocam_2017_05_29_22_32_21_061.jpg;0;0.799803;0;4.764463;112.452;151.7996;0.1568949;109.0833;0.7659873
..\training_data\2\IMG\robocam_2017_05_29_22_32_21_126.jpg;0;1;0;4.797923;112.3578;152.0732;0.2426493;109.08;0.6636632
..\training_data\2\IMG\robocam_2017_05_29_22_32_21_193.jpg;0;1;0;4.830682;112.2308;152.4419;0.4183721;109.0663;0.5097417
..\training_data\2\IMG\robocam_2017_05_29_22_32_21_260.jpg;0;1;0;4.86413;112.1348;152.7213;0.5870784;109.0499;0.3838655
..\training_data\2\IMG\robocam_2017_05_29_22_32_21_326.jpg;0;0.7988152;0;4.906133;112.0382;153.0028;0.7723842;109.0276;0.2520386
..\training_data\2\IMG\robocam_2017_05_29_22_32_21_393.jpg;0;0.8003521;0;4.927732;111.909;153.3801;1.008148;108.9895;0.0730565
..\training_data\2\IMG\robocam_2017_05_29_22_32_21_461.jpg;0;0.9996279;0;4.951656;111.811;153.6643;1.174522;108.9828;-0.005531213
..\training_data\2\IMG\robocam_2017_05_29_22_32_21_526.jpg;0;1;0;4.995833;111.7113;153.95;1.330492;109.0107;359.9938
..\training_data\2\IMG\robocam_2017_05_29_22_32_21_593.jpg;0;1;0;5.009145;111.5782;154.3322;1.535616;109.0457;359.9937
..\training_data\2\IMG\robocam_2017_05_29_22_32_21_660.jpg;0;1;0;5.009618;111.4797;154.616;1.463552;109.0363;-0.00289126
..\training_data\2\IMG\robocam_2017_05_29_22_32_21_726.jpg;0;1;0;4.994318;111.3835;154.8966;1.339741;109.0206;-0.002029774
..\training_data\2\IMG\robocam_2017_05_29_22_32_21_793.jpg;0;1;0;5.011584;111.2543;155.2751;1.270464;108.9865;-0.001359315
..\training_data\2\IMG\robocam_2017_05_29_22_32_21_860.jpg;0;1;0;5.012475;111.1575;155.5596;1.250803;108.966;-0.001517224
..\training_data\2\IMG\robocam_2017_05_29_22_32_21_926.jpg;0;1;0;5.014913;111.0608;155.8445;1.252042;108.9058;-0.0004384907
..\training_data\2\IMG\robocam_2017_05_29_22_32_21_993.jpg;0;0.8010859;0;4.995411;110.9322;156.2245;1.269804;108.8167;-0.001608731
..\training_data\2\IMG\robocam_2017_05_29_22_32_22_060.jpg;0;0.5998306;0;5.005181;110.8362;156.5093;1.272684;108.7739;-0.0009376747
..\training_data\2\IMG\robocam_2017_05_29_22_32_22_124.jpg;0;0.4011269;0;4.987411;110.7407;156.7933;1.246569;108.7211;-0.001243709
..\training_data\2\IMG\robocam_2017_05_29_22_32_22_191.jpg;0;0.2061744;0;4.996405;110.6141;157.171;1.15203;108.6826;-0.001129437
..\training_data\2\IMG\robocam_2017_05_29_22_32_22_257.jpg;0;0.00650987;0;4.992313;110.5199;157.4528;1.025603;108.6562;-0.0009282007
..\training_data\2\IMG\robocam_2017_05_29_22_32_22_323.jpg;0;0.2064015;0;4.974775;110.4263;157.7332;0.8564181;108.631;-0.0007668544
..\training_data\2\IMG\robocam_2017_05_29_22_32_22_390.jpg;0;0.4054721;0;4.970895;110.3017;158.1065;0.6125573;108.6006;-0.0005272153
..\training_data\2\IMG\robocam_2017_05_29_22_32_22_457.jpg;0;0.6055331;0;4.975116;110.208;158.3872;0.4463126;108.5811;-0.0003613439
..\training_data\2\IMG\robocam_2017_05_29_22_32_22_523.jpg;0;0.4042277;0;4.989902;110.1139;158.6688;0.3043756;108.5651;-0.0004037739
..\training_data\2\IMG\robocam_2017_05_29_22_32_22_590.jpg;0;0.2054342;0;4.991732;109.9884;159.0445;0.1259884;108.549;-0.0001980709
..\training_data\2\IMG\robocam_2017_05_29_22_32_22_657.jpg;0;0.004925489;0;4.985362;109.8943;159.3256;359.9845;108.5408;4.102282E-05
