Path;SteerAngle;Throttle;Brake;Speed;X_Position;Y_Position;Pitch;Yaw;Roll
..\training_data\2\IMG\robocam_2017_05_29_22_31_59_614.jpg;0;1;0;0.7327037;99.87955;85.90894;1.192529;57.10743;-0.0004523579
..\training_data\2\IMG\robocam_2017_05_29_22_31_59_680.jpg;0;1;0;0.7938539;99.90587;85.9493;1.199123;57.09838;-0.0005622797
..\training_data\2\IMG\robocam_2017_05_29_22_31_59_747.jpg;0;1;0;0.8474435;99.94332;86.00656;1.202415;56.98265;-0.0006250199
..\training_data\2\IMG\robocam_2017_05_29_22_31_59_814.jpg;-1.509964;1;0;0.9024222;99.97375;86.05256;1.21297;56.96901;-0.0005427748
..\training_data\2\IMG\robocam_2017_05_29_22_31_59_880.jpg;-4.515766;1;0;0.9693301;100.0066;86.10042;1.217796;56.75463;0.0004683472
..\training_data\2\IMG\robocam_2017_05_29_22_31_59_947.jpg;-7.50804;1;0;1.011237;100.0545;86.16649;1.209692;56.15946;0.002155859
..\training_data\2\IMG\robocam_2017_05_29_22_32_00_016.jpg;-4.532854;1;0;1.055387;100.0926;86.21831;1.212065;55.71373;0.001947573
..\training_data\2\IMG\robocam_2017_05_29_22_32_00_082.jpg;-1.469686;1;0;1.124178;100.1324;86.27335;1.236099;55.453;0.0008986723
..\training_data\2\IMG\robocam_2017_05_29_22_32_00_149.jpg;0;1;0;1.16673;100.1862;86.35024;1.228953;55.41184;-0.0007698272
..\training_data\2\IMG\robocam_2017_05_29_22_32_00_215.jpg;0;1;0;1.21676;100.2284;86.41092;1.227787;55.36382;-0.0006853641
..\training_data\2\IMG\robocam_2017_05_29_22_32_00_281.jpg;0;1;0;1.277457;100.2722;86.4739;1.230932;55.34521;-0.0009121741
..\training_data\2\IMG\robocam_2017_05_29_22_32_00_349.jpg;0;1;0;1.325252;100.3334;86.5616;1.23939;55.30735;-0.0007693766
..\training_data\2\IMG\robocam_2017_05_29_22_32_00_414.jpg;0;1;0;1.372503;100.3811;86.63;1.243199;55.28829;-0.0008236585
..\training_data\2\IMG\robocam_2017_05_29_22_32_00_481.jpg;0;1;0;1.435227;100.4305;86.7007;1.245871;55.27258;-0.0008714286
..\training_data\2\IMG\robocam_2017_05_29_22_32_00_548.jpg;0;1;0;1.483457;100.4988;86.79854;1.249837;55.25726;-0.0009678761
..\training_data\2\IMG\robocam_2017_05_29_22_32_00_614.jpg;0;1;0;1.53028;100.5521;86.87463;1.254869;55.24318;-0.0009496241
..\training_data\2\IMG\robocam_2017_05_29_22_32_00_680.jpg;0;1;0;1.592168;100.6069;86.95296;1.258821;55.23312;-0.0009967011
..\training_data\2\IMG\robocam_2017_05_29_22_32_00_748.jpg;0;1;0;1.637663;100.6825;87.06096;1.265461;55.21824;-0.001014157
..\training_data\2\IMG\robocam_2017_05_29_22_32_00_815.jpg;-3.00078;1;0;1.683824;100.7418;87.14388;1.262792;55.02225;-9.836793E-05
..\training_data\2\IMG\robocam_2017_05_29_22_32_00_881.jpg;-6.018148;1;0;1.74391;100.8041;87.22806;1.264809;54.55514;0.001075483
..\training_data\2\IMG\robocam_2017_05_29_22_32_00_947.jpg;-5.997596;1;0;1.788515;100.892;87.34176;1.261726;53.58859;0.002463734
..\training_data\2\IMG\robocam_2017_05_29_22_32_01_014.jpg;-3.004013;1;0;1.834906;100.9602;87.4296;1.273851;53.07699;0.001198141
..\training_data\2\IMG\robocam_2017_05_29_22_32_01_081.jpg;-0.008293837;1;0;1.895036;101.0298;87.51983;1.28494;52.84105;0.000157801
..\training_data\2\IMG\robocam_2017_05_29_22_32_01_147.jpg;0;1;0;1.940165;101.1247;87.6437;1.294303;52.78006;-0.001030127
..\training_data\2\IMG\robocam_2017_05_29_22_32_01_215.jpg;0;1;0;1.984664;101.1977;87.73906;1.296959;52.76458;-0.001123614
..\training_data\2\IMG\robocam_2017_05_29_22_32_01_280.jpg;0;1;0;2.044411;101.2724;87.83655;1.300857;52.75331;-0.001145606
..\training_data\2\IMG\robocam_2017_05_29_22_32_01_346.jpg;0;1;0;2.089123;101.3487;87.93611;1.30219;52.74216;-0.001163647
..\training_data\2\IMG\robocam_2017_05_29_22_32_01_414.jpg;-1.509771;1;0;2.134205;101.4534;88.07188;1.304295;52.65366;-0.0005826646
..\training_data\2\IMG\robocam_2017_05_29_22_32_01_480.jpg;-4.505201;1;0;2.192292;101.5351;88.17513;1.304693;52.31554;0.0008028354
..\training_data\2\IMG\robocam_2017_05_29_22_32_01_546.jpg;-7.507367;1;0;2.235578;101.6202;88.27875;1.299824;51.62148;0.001388086
..\training_data\2\IMG\robocam_2017_05_29_22_32_01_613.jpg;-10.49781;1;0;2.276557;101.7404;88.41589;1.28011;50.10159;359.9507
..\training_data\2\IMG\robocam_2017_05_29_22_32_01_680.jpg;-13.49692;1;0;2.316384;101.8359;88.51659;1.216415;48.52816;359.8765
..\training_data\2\IMG\robocam_2017_05_29_22_32_01_746.jpg;-15;1;0;2.367526;101.936;88.61441;1.094566;46.63258;359.7702
..\training_data\2\IMG\robocam_2017_05_29_22_32_01_813.jpg;-15;1;0;2.408418;102.0767;88.74111;0.8723989;43.99127;359.5876
..\training_data\2\IMG\robocam_2017_05_29_22_32_01_880.jpg;-15;1;0;2.448472;102.1875;88.83331;0.6778539;41.99594;359.4205
..\training_data\2\IMG\robocam_2017_05_29_22_32_01_946.jpg;-12.02021;1;0;2.502561;102.3024;88.92395;0.4726367;40.15034;359.255
..\training_data\2\IMG\robocam_2017_05_29_22_32_02_013.jpg;-9.025265;1;0;2.545267;102.4613;89.04427;0.2153563;38.19605;359.0715
..\training_data\2\IMG\robocam_2017_05_29_22_32_02_080.jpg;-6.025621;1;0;2.587835;102.5848;89.13508;0.06919016;37.13778;358.963
..\training_data\2\IMG\robocam_2017_05_29_22_32_02_146.jpg;-3.022455;1;0;2.642917;102.7115;89.22757;359.984;36.43314;358.9138
..\training_data\2\IMG\robocam_2017_05_29_22_32_02_213.jpg;-0.03887862;1;0;2.68458;102.8856;89.35539;0.03248508;36.06882;358.9691
..\training_data\2\IMG\robocam_2017_05_29_22_32_02_280.jpg;0;1;0;2.724931;103.0192;89.45358;0.1211836;36.03336;359.0608
..\training_data\2\IMG\robocam_2017_05_29_22_32_02_346.jpg;0;1;0;2.779291;103.1557;89.55343;0.2578261;36.02971;359.1719
..\training_data\2\IMG\robocam_2017_05_29_22_32_02_412.jpg;0;1;0;2.819303;103.3414;89.68937;0.4898016;36.04917;359.3614
..\training_data\2\IMG\robocam_2017_05_29_22_32_02_479.jpg;-3.016156;1;0;2.86056;103.4843;89.79195;0.6893615;35.8426;359.4944
..\training_data\2\IMG\robocam_2017_05_29_22_32_02_545.jpg;-5.994979;1;0;2.913874;103.6304;89.89361;0.8771785;35.28136;359.6089
..\training_data\2\IMG\robocam_2017_05_29_22_32_02_612.jpg;-5.984741;1;0;2.953523;103.83;90.0264;1.051006;34.03403;359.7495
..\training_data\2\IMG\robocam_2017_05_29_22_32_02_679.jpg;-2.977957;1;0;2.996053;103.9827;90.12621;1.15561;33.32679;359.8662
..\training_data\2\IMG\robocam_2017_05_29_22_32_02_745.jpg;0;1;0;3.051053;104.1379;90.22739;1.280713;32.99353;359.9748
..\training_data\2\IMG\robocam_2017_05_29_22_32_02_812.jpg;0;1;0;3.09072;104.3486;90.3627;1.420926;32.85776;-0.001584451
..\training_data\2\IMG\robocam_2017_05_29_22_32_02_879.jpg;0;1;0;3.132261;104.5074;90.46438;1.398912;32.8141;-0.001559402
..\training_data\2\IMG\robocam_2017_05_29_22_32_02_945.jpg;0;1;0;3.191235;104.6683;90.56723;1.365085;32.78834;-0.0009163592
..\training_data\2\IMG\robocam_2017_05_29_22_32_03_012.jpg;0;1;0;3.230963;104.8868;90.70666;1.366373;32.75959;-0.0009560179
..\training_data\2\IMG\robocam_2017_05_29_22_32_03_079.jpg;0;1;0;3.270613;105.0534;90.81287;1.390988;32.737;-0.001438392
..\training_data\2\IMG\robocam_2017_05_29_22_32_03_145.jpg;0;1;0;3.323552;105.2218;90.92017;1.402674;32.71992;-0.00160328
..\training_data\2\IMG\robocam_2017_05_29_22_32_03_212.jpg;-1.505249;1;0;3.364249;105.4496;91.0647;1.397886;32.6286;-0.0007917905
..\training_data\2\IMG\robocam_2017_05_29_22_32_03_279.jpg;-4.498197;1;0;3.403878;105.6238;91.17284;1.393259;32.22848;-0.0001086214
..\training_data\2\IMG\robocam_2017_05_29_22_32_03_345.jpg;-1.492779;1;0;3.456782;105.8008;91.28132;1.394906;31.77119;-2.695522E-05
..\training_data\2\IMG\robocam_2017_05_29_22_32_03_411.jpg;0;1;0;3.495542;106.0398;91.42818;1.40905;31.55537;-0.002217761
..\training_data\2\IMG\robocam_2017_05_29_22_32_03_479.jpg;0;1;0;3.534487;106.2215;91.53944;1.408591;31.51246;-0.002289605
..\training_data\2\IMG\robocam_2017_05_29_22_32_03_544.jpg;0;1;0;3.587348;106.4054;91.6517;1.412849;31.49295;-0.002353502
..\training_data\2\IMG\robocam_2017_05_29_22_32_03_611.jpg;0;1;0;3.626458;106.6538;91.80296;1.415612;31.47628;-0.002104874
..\training_data\2\IMG\robocam_2017_05_29_22_32_03_678.jpg;-3.005167;1;0;3.666127;106.8432;91.91679;1.422147;31.27063;-0.001071282
..\training_data\2\IMG\robocam_2017_05_29_22_32_03_744.jpg;-6.002137;1;0;3.717282;107.0355;92.02965;1.412208;30.72864;0.0003933889
..\training_data\2\IMG\robocam_2017_05_29_22_32_03_811.jpg;-8.991101;1;0;3.753671;107.2977;92.17632;1.384233;29.36538;359.969
..\training_data\2\IMG\robocam_2017_05_29_22_32_03_878.jpg;-5.938037;1;0;3.789907;107.498;92.28388;1.33192;28.25362;359.9175
..\training_data\2\IMG\robocam_2017_05_29_22_32_03_944.jpg;-2.997066;1;0;3.842316;107.7011;92.3906;1.26149;27.42165;359.8641
..\training_data\2\IMG\robocam_2017_05_29_22_32_04_011.jpg;-0.003636964;1;0;3.880887;107.9754;92.53358;1.165596;26.93195;359.823
..\training_data\2\IMG\robocam_2017_05_29_22_32_04_077.jpg;0;1;0;3.919143;108.1844;92.64159;1.125022;26.85853;359.7954
..\training_data\2\IMG\robocam_2017_05_29_22_32_04_144.jpg;0;1;0;3.968625;108.3961;92.75051;1.114303;26.85907;359.7769
..\training_data\2\IMG\robocam_2017_05_29_22_32_04_211.jpg;0;1;0;4.00583;108.6817;92.89761;1.126926;26.89713;359.7905
..\training_data\2\IMG\robocam_2017_05_29_22_32_04_277.jpg;0;1;0;4.04287;108.8986;93.00928;1.161091;26.92957;359.8198
..\training_data\2\IMG\robocam_2017_05_29_22_32_04_343.jpg;0;1;0;4.091739;109.1178;93.12216;1.217549;26.96557;359.8603
..\training_data\2\IMG\robocam_2017_05_29_22_32_04_411.jpg;0;1;0;4.128286;109.4135;93.27467;1.321056;27.01685;359.9321
..\training_data\2\IMG\robocam_2017_05_29_22_32_04_477.jpg;0;1;0;4.164797;109.6378;93.39046;1.41486;27.05365;-0.005630273
..\training_data\2\IMG\robocam_2017_05_29_22_32_04_543.jpg;3.002531;1;0;4.212496;109.8638;93.50671;1.485746;27.19233;-0.004190343
..\training_data\2\IMG\robocam_2017_05_29_22_32_04_610.jpg;3.068383;1;0;4.25186;110.1656;93.6647;1.473644;27.7555;-0.004952084
..\training_data\2\IMG\robocam_2017_05_29_22_32_04_677.jpg;0.006292574;1;0;4.289385;110.3939;93.78478;1.456716;28.01291;-0.002879375
..\training_data\2\IMG\robocam_2017_05_29_22_32_04_743.jpg;0;1;0;4.33757;110.6244;93.90598;1.456446;28.0795;-0.001609403
..\training_data\2\IMG\robocam_2017_05_29_22_32_04_810.jpg;0;1;0;4.37358;110.9349;94.06953;1.476621;28.07476;-0.001296993
..\training_data\2\IMG\robocam_2017_05_29_22_32_04_877.jpg;1.544833;1;0;4.409161;111.1697;94.19367;1.484926;28.11493;-0.001994071
..\training_data\2\IMG\robocam_2017_05_29_22_32_04_943.jpg;4.488344;1;0;4.457915;111.4056;94.32012;1.485449;28.38831;-0.003752422
..\training_data\2\IMG\robocam_2017_05_29_22_32_05_009.jpg;7.486334;1;0;4.493075;111.7198;94.49458;1.447362;29.32828;0.02438643
..\training_data\2\IMG\robocam_2017_05_29_22_32_05_076.jpg;4.488903;1;0;4.528155;111.9554;94.62965;1.390027;30.14602;0.07816065
..\training_data\2\IMG\robocam_2017_05_29_22_32_05_143.jpg;1.500226;1;0;4.576401;112.1917;94.76707;1.314265;30.72512;0.1318371
..\training_data\2\IMG\robocam_2017_05_29_22_32_05_209.jpg;0;1;0;4.612339;112.5091;94.95287;1.209465;30.99472;0.1795748
..\training_data\2\IMG\robocam_2017_05_29_22_32_05_276.jpg;-1.510175;1;0;4.647851;112.7494;95.09425;1.159273;30.96822;0.2093273
..\training_data\2\IMG\robocam_2017_05_29_22_32_05_342.jpg;-4.5032;1;0;4.693925;112.9927;95.23559;1.137015;30.66282;0.1942431
..\training_data\2\IMG\robocam_2017_05_29_22_32_05_409.jpg;-1.491663;1;0;4.728018;113.3216;95.42415;1.152387;30.12145;0.1173629
..\training_data\2\IMG\robocam_2017_05_29_22_32_05_476.jpg;0;1;0;4.762302;113.571;95.5667;1.194417;29.91258;0.04264016
..\training_data\2\IMG\robocam_2017_05_29_22_32_05_542.jpg;0;1;0;4.807883;113.8222;95.71066;1.252712;29.82701;-0.003491061
..\training_data\2\IMG\robocam_2017_05_29_22_32_05_609.jpg;0;1;0;4.842116;114.16;95.90479;1.340238;29.80181;-0.00398309
..\training_data\2\IMG\robocam_2017_05_29_22_32_05_675.jpg;0;1;0;4.876354;114.4155;96.05135;1.410473;29.79648;-0.003907358
..\training_data\2\IMG\robocam_2017_05_29_22_32_05_741.jpg;0;1;0;4.921923;114.6731;96.19878;1.481346;29.79184;-0.003742594
..\training_data\2\IMG\robocam_2017_05_29_22_32_05_809.jpg;0;1;0;4.956042;115.019;96.39642;1.550988;29.77958;-0.003664672
..\training_data\2\IMG\robocam_2017_05_29_22_32_05_876.jpg;3.031108;1;0;4.992084;115.2785;96.54507;1.477898;29.90472;359.9942
..\training_data\2\IMG\robocam_2017_05_29_22_32_05_942.jpg;5.989494;1;0;4.97416;115.5361;96.69487;1.333219;30.31489;0.002589236
..\training_data\2\IMG\robocam_2017_05_29_22_32_06_009.jpg;5.989726;1;0;5.00916;115.8775;96.90049;1.194445;31.31331;0.11529
..\training_data\2\IMG\robocam_2017_05_29_22_32_06_075.jpg;2.994545;1;0;5.018798;116.133;97.05743;1.125377;31.95323;0.2398989
..\training_data\2\IMG\robocam_2017_05_29_22_32_06_142.jpg;0;1;0;5.013596;116.3874;97.21472;1.056437;32.24832;0.348255
..\training_data\2\IMG\robocam_2017_05_29_22_32_06_208.jpg;0;1;0;5.01785;116.7273;97.42567;0.9849904;32.40173;0.4356165
..\training_data\2\IMG\robocam_2017_05_29_22_32_06_275.jpg;0;1;0;5.002935;116.9814;97.58354;0.9035061;32.43581;0.4295231
..\training_data\2\IMG\robocam_2017_05_29_22_32_06_341.jpg;0;1;0;4.999814;117.2357;97.74298;0.8613149;32.18192;0.4351062
..\training_data\2\IMG\robocam_2017_05_29_22_32_06_408.jpg;0;1;0;5.017186;117.5741;97.95611;0.8430911;32.63849;0.4185167
..\training_data\2\IMG\robocam_2017_05_29_22_32_06_475.jpg;0;1;0;5.016334;117.8288;98.11733;0.8786675;32.61461;0.4027106
..\training_data\2\IMG\robocam_2017_05_29_22_32_06_541.jpg;1.4958;1;0;4.996851;118.0837;98.27891;0.9380142;32.60222;0.3713343
..\training_data\2\IMG\robocam_2017_05_29_22_32_06_608.jpg;4.481244;1;0;5.004732;118.4222;98.4972;1.048339;32.97062;0.3650032
..\training_data\2\IMG\robocam_2017_05_29_22_32_06_674.jpg;4.45565;1;0;5.014401;118.6745;98.66221;1.084496;33.54392;0.3268396
..\training_data\2\IMG\robocam_2017_05_29_22_32_06_740.jpg;1.444363;1;0;5.002411;118.9255;98.82883;1.103148;33.95694;0.290967
..\training_data\2\IMG\robocam_2017_05_29_22_32_06_808.jpg;0;1;0;5.014028;119.2591;99.05192;1.142207;34.2543;0.2563335
..\training_data\2\IMG\robocam_2017_05_29_22_32_06_874.jpg;0;1;0;5.019697;119.5099;99.2205;1.205147;34.25261;0.2325048
..\training_data\2\IMG\robocam_2017_05_29_22_32_06_940.jpg;0;1;0;5.012129;119.76;99.38865;1.257413;34.26188;0.1885645
..\training_data\2\IMG\robocam_2017_05_29_22_32_07_008.jpg;0;1;0;5.022882;120.0939;99.61319;1.343931;34.18874;0.1077206
..\training_data\2\IMG\robocam_2017_05_29_22_32_07_074.jpg;0;1;0;5.016681;120.3451;99.78165;1.425209;34.15721;0.01974546
..\training_data\2\IMG\robocam_2017_05_29_22_32_07_140.jpg;0;1;0;5.015708;120.5953;99.95071;1.496458;34.10443;-0.004231197
..\training_data\2\IMG\robocam_2017_05_29_22_32_07_208.jpg;0;1;0;5.009646;120.9267;100.1748;1.456774;34.08047;-0.001926843
..\training_data\2\IMG\robocam_2017_05_29_22_32_07_274.jpg;0;1;0;5.008579;121.176;100.3424;1.428994;34.05747;-0.001894793
..\training_data\2\IMG\robocam_2017_05_29_22_32_07_340.jpg;0;1;0;5.008122;121.4258;100.51;1.419883;34.03441;-0.001739351
..\training_data\2\IMG\robocam_2017_05_29_22_32_07_408.jpg;0;1;0;5.024506;121.759;100.7331;1.422904;33.97179;-0.001406172
..\training_data\2\IMG\robocam_2017_05_29_22_32_07_474.jpg;0;1;0;5.014037;122.0096;100.9005;1.445184;33.94169;-0.001596691
..\training_data\2\IMG\robocam_2017_05_29_22_32_07_541.jpg;0;1;0;5.006198;122.2602;101.0676;1.47124;33.89608;-0.001062178
..\training_data\2\IMG\robocam_2017_05_29_22_32_07_606.jpg;1.497994;0.7986561;0;4.981447;122.5106;101.2345;1.498053;33.85793;-0.001566356
..\training_data\2\IMG\robocam_2017_05_29_22_32_07_673.jpg;4.47955;0.5998857;0;5.002588;122.843;101.4584;1.504666;34.19843;-0.0002591563
..\training_data\2\IMG\robocam_2017_05_29_22_32_07_741.jpg;7.481677;0.3997439;0;5.003718;123.0891;101.6288;1.450729;34.848;0.04478427
..\training_data\2\IMG\robocam_2017_05_29_22_32_07_806.jpg;10.47353;0.2002871;0;4.99834;123.331;101.8022;1.31586;35.86193;0.1612387
..\training_data\2\IMG\robocam_2017_05_29_22_32_07_874.jpg;13.48682;0;0;4.988809;123.6438;102.0393;0.9559279;37.79981;0.4418702
..\training_data\2\IMG\robocam_2017_05_29_22_32_07_940.jpg;15;0;0;4.970138;123.8691;102.2223;0.5409589;39.62441;0.7600831
..\training_data\2\IMG\robocam_2017_05_29_22_32_08_006.jpg;15;0;0;4.941605;124.0859;102.41;0.01887371;41.564;1.174195
..\training_data\2\IMG\robocam_2017_05_29_22_32_08_073.jpg;15;0;0;4.92181;124.3719;102.6678;359.6067;44.07768;1.523535
..\training_data\2\IMG\robocam_2017_05_29_22_32_08_140.jpg;15;0;0;4.899665;124.5844;102.8678;359.5637;46.01616;1.525249
..\training_data\2\IMG\robocam_2017_05_29_22_32_08_208.jpg;15;0;0;4.866703;124.8589;103.1463;359.7401;48.74682;1.382069
..\training_data\2\IMG\robocam_2017_05_29_22_32_08_273.jpg;15;0;0;4.843216;125.0561;103.3645;0.01737419;50.94577;1.18599
..\training_data\2\IMG\robocam_2017_05_29_22_32_08_340.jpg;15;0;0;4.778704;125.2341;103.5873;359.9904;52.85663;1.162737
..\training_data\2\IMG\robocam_2017_05_29_22_32_08_406.jpg;15;0;0;4.752237;125.4026;103.8164;-0.003889099;54.82947;1.215142
..\training_data\2\IMG\robocam_2017_05_29_22_32_08_473.jpg;15;0;0;4.722332;125.613;104.1288;0.005113064;57.5315;1.343517
..\training_data\2\IMG\robocam_2017_05_29_22_32_08_540.jpg;15;0;0;4.701804;125.7623;104.3668;0.0162899;59.68034;1.371989
..\training_data\2\IMG\robocam_2017_05_29_22_32_08_606.jpg;15;0;0;4.667;125.9017;104.6082;0.004941108;61.82558;1.347102
..\training_data\2\IMG\robocam_2017_05_29_22_32_08_673.jpg;15;0;0;4.636074;126.0717;104.9362;0.00462153;64.73199;1.346437
..\training_data\2\IMG\robocam_2017_05_29_22_32_08_739.jpg;15;0;0;4.61334;126.1871;105.1864;0.01904462;66.91757;1.362408
..\training_data\2\IMG\robocam_2017_05_29_22_32_08_806.jpg;15;0;0;4.578155;126.2921;105.4388;0.004888922;69.06805;1.348526
..\training_data\2\IMG\robocam_2017_05_29_22_32_08_873.jpg;15;0;0;4.548526;126.4161;105.7794;0.005579197;71.95834;1.348348
..\training_data\2\IMG\robocam_2017_05_29_22_32_08_940.jpg;13.50866;0;0;4.526462;126.4976;106.0372;0.01696327;74.09193;1.347813
..\training_data\2\IMG\robocam_2017_05_29_22_32_09_006.jpg;10.5386;0.1980045;0;4.49715;126.5699;106.2961;0.004125528;75.97466;1.306044
..\training_data\2\IMG\robocam_2017_05_29_22_32_09_072.jpg;7.537624;0.3980693;0;4.486293;126.6543;106.6441;0.00297304;77.94286;1.25449
..\training_data\2\IMG\robocam_2017_05_29_22_32_09_139.jpg;4.519468;0.5992798;0;4.487086;126.7114;106.9073;0.01469746;78.97498;1.1746
..\training_data\2\IMG\robocam_2017_05_29_22_32_09_205.jpg;1.538874;0.797986;0;4.508049;126.7644;107.1723;0.008638568;79.60304;1.068556
..\training_data\2\IMG\robocam_2017_05_29_22_32_09_272.jpg;0;0.9975146;0;4.53503;126.8313;107.53;0.05116659;79.90933;0.9806642
..\training_data\2\IMG\robocam_2017_05_29_22_32_09_339.jpg;0;1;0;4.568582;126.8806;107.8018;0.1340737;79.96888;0.9147772
..\training_data\2\IMG\robocam_2017_05_29_22_32_09_405.jpg;0;1;0;4.614278;126.93;108.0764;0.2576638;79.98334;0.8346762
..\training_data\2\IMG\robocam_2017_05_29_22_32_09_473.jpg;3.068806;1;0;4.648046;126.9947;108.4465;0.4547046;80.20037;0.7195213
..\training_data\2\IMG\robocam_2017_05_29_22_32_09_539.jpg;6.021285;0.8031681;0;4.681552;127.0404;108.7264;0.5893528;80.72727;0.6512925
..\training_data\2\IMG\robocam_2017_05_29_22_32_09_605.jpg;9.004668;0.6042758;0;4.711695;127.0821;109.0073;0.6702736;81.62625;0.6150457
..\training_data\2\IMG\robocam_2017_05_29_22_32_09_672.jpg;12.01867;0.4033424;0;4.723479;127.1279;109.3813;0.6265947;83.47083;0.6534728
..\training_data\2\IMG\robocam_2017_05_29_22_32_09_738.jpg;15;0.2043039;0;4.725338;127.1521;109.6604;0.4653448;85.31229;0.7995695
..\training_data\2\IMG\robocam_2017_05_29_22_32_09_805.jpg;12.0125;0.005137138;0;4.711272;127.1678;109.9372;0.1846877;87.25422;1.0292
..\training_data\2\IMG\robocam_2017_05_29_22_32_09_872.jpg;8.998594;0;0;4.695205;127.1798;110.3043;359.7605;89.35634;1.30527
..\training_data\2\IMG\robocam_2017_05_29_22_32_09_938.jpg;6.020887;0;0;4.676711;127.1861;110.5828;359.6877;90.41089;1.268878
..\training_data\2\IMG\robocam_2017_05_29_22_32_10_005.jpg;3.025803;0;0;4.651878;127.1889;110.8627;359.7408;91.15005;1.089847
..\training_data\2\IMG\robocam_2017_05_29_22_32_10_071.jpg;6.024697;0;0;4.624357;127.1822;111.236;359.9568;91.88;0.8557032
..\training_data\2\IMG\robocam_2017_05_29_22_32_10_138.jpg;9.031693;0;0;4.60606;127.1679;111.5128;0.03486391;92.85257;0.8608257
..\training_data\2\IMG\robocam_2017_05_29_22_32_10_205.jpg;12.02451;0;0;4.582994;127.147;111.7866;0.03434117;94.18979;0.9722295
..\training_data\2\IMG\robocam_2017_05_29_22_32_10_271.jpg;15;0;0;4.563872;127.1078;112.1475;359.9708;96.54874;1.24293
